Font_alt_family_name,Font_embedded,Font_encoding,Font_family_name,Font_font_type,Font_italic,Font_monospaced,Font_name,Font_subset,Font_weight,Lang,attributes_LineHeight,attributes_SpaceAfter,attributes_TextAlign,bbox,font_name,font_size,label,level,page,text,x_center,y_center
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 519.714111328125, 288.68505859375, 527.6842041015625]",CharisSIL,7.97,Body,Body,1,"processing more information, including price, volume, and volatility,",163.13603019714355,523.6991577148438
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[306.60400390625, 526.2440795898438, 340.2059326171875, 534.2141723632812]",CharisSIL,7.97,Body,Body,1,"(TDQN) ( Théate & Ernst , 2021 ) are employed in this context.",323.40496826171875,530.2291259765625
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 529.9730834960938, 288.68499755859375, 537.9431762695312]",CharisSIL,7.97,Body,Body,1,and by using powerful computers to generate trading signals quickly,163.13599967956543,533.9581298828125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[318.5589904785156, 537.4071044921875, 557.7097778320312, 545.377197265625]",CharisSIL,7.97,Body,Body,1,Deep learning-based algorithmic trading methods can automatically,438.13438415527344,541.3921508789062
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 540.2321166992188, 95.17894744873047, 548.2022094726562]",CharisSIL,7.97,Body,Body,1,"and efficiently ( Hendershott et al. , 2011 ; Nuti et al. , 2011 ; Treleaven",66.38297462463379,544.2171630859375
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 548.5701293945312, 557.7100219726562, 556.5402221679688]",CharisSIL,7.97,Body,Body,1,optimize investment decisions by analyzing historical data to extract,432.1570129394531,552.55517578125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 550.4911499023438, 56.452232360839844, 558.4612426757812]",CharisSIL,7.97,Body,Body,1,"et al. , 2013 ). The primary benefit of algorithmic trading is its elim-",47.01961708068848,554.4761962890625
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[306.60400390625, 559.7330932617188, 403.1378479003906, 567.7031860351562]",CharisSIL,7.97,Body,Body,1,"patterns and knowledge ( Wang & Yan , 2021 ). These methods can",354.8709259033203,563.7181396484375
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 560.7501220703125, 288.6769714355469, 568.72021484375]",CharisSIL,7.97,Body,Body,1,"ination of emotional decision-making during trading, along with the",163.131986618042,564.7351684570312
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 570.8961181640625, 557.6781616210938, 578.8662109375]",CharisSIL,7.97,Body,Body,1,help investors make informed decisions and achieve better returns.,432.1410827636719,574.8811645507812
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 571.0090942382812, 288.67706298828125, 578.9791870117188]",CharisSIL,7.97,Body,Body,1,"ability to optimize the utilization of backtest data. However, its major",163.13203239440918,574.994140625
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 581.2681274414062, 288.6690979003906, 589.2382202148438]",CharisSIL,7.97,Body,Body,1,drawback is that the trading strategy’s effectiveness could diminish if,163.12804985046387,585.253173828125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 582.0591430664062, 557.6779174804688, 590.0292358398438]",CharisSIL,7.97,Body,Body,1,With the improvement of deep learning algorithms and the devel-,432.1409606933594,586.044189453125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 591.527099609375, 288.6850280761719, 599.4971923828125]",CharisSIL,7.97,Body,Body,1,"market conditions change. Consequently, developing a stable real-time",163.1360149383545,595.5121459960938
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 593.2221069335938, 557.6780395507812, 601.1921997070312]",CharisSIL,7.97,Body,Body,1,"opment of high-performance computers, deep reinforcement learning",432.1410217285156,597.2071533203125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 601.7861328125, 288.6849670410156, 609.7562255859375]",CharisSIL,7.97,Body,Body,1,trading strategy is highly valuable. Algorithmic trading methods are,163.13598442077637,605.7711791992188
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 604.3851318359375, 546.49609375, 612.355224609375]",CharisSIL,7.97,Body,Body,1,algorithms have been applied in the field of algorithmic trading ( Liu,426.550048828125,608.3701782226562
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 612.0451049804688, 288.6770324707031, 620.0151977539062]",CharisSIL,7.97,Body,Body,1,classified into two main categories: rule-based methods and machine,163.13201713562012,616.0301513671875
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[306.60400390625, 615.5481567382812, 325.2301330566406, 623.5182495117188]",CharisSIL,7.97,Body,Body,1,"et al. , 2020a ), resulting in real-time automated trading strategies for",315.9170684814453,619.533203125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 622.3041381835938, 288.677001953125, 630.2742309570312]",CharisSIL,7.97,Body,Body,1,learning-based methods. Rule-based algorithmic trading involves pre-,163.13200187683105,626.2891845703125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 626.7101440429688, 557.7020874023438, 634.6802368164062]",CharisSIL,7.97,Body,Body,1,single-asset trading. These algorithms can learn and improve strategies,432.1530456542969,630.6951904296875
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 632.5631103515625, 288.677001953125, 640.533203125]",CharisSIL,7.97,Body,Body,1,defined rules created by humans to trade in financial markets. Rules of,163.13200187683105,636.5481567382812
STIXMath,False,WinAnsiEncoding,STIXMath,TrueType,False,False,STIXMath-Regular,False,400,en,8.4,0.0,Left,"[44.4010009765625, 660.6397705078125, 48.04829788208008, 667.6135864257812]",STIXMath-Regular,6.97,Other,Body,1,∗ Corresponding author.,46.22464942932129,664.1266784667969
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,True,False,CharisSIL-Italic,False,400,en,8.6,0.0,Left,"[52.53099822998047, 672.5081787109375, 104.75115203857422, 679.6812744140625]",CharisSIL-Italic,7.17,Other,Body,1,"E-mail addresses: 2109853gia30003@student.must.edu.mo (Y. Huang), 3220002751@student.must.edu.mo (C. Zhou),",78.64107513427734,676.0947265625
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,8.6,0.0,Left,"[37.58700180053711, 682.0819702148438, 169.23487854003906, 689.2550659179688]",CharisSIL,7.17,Other,Body,1,"2109853nia30001@student.must.edu.mo (K. Cui), xplu@must.edu.mo (X. Lu).",103.41094017028809,685.6685180664062
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,8.6,0.0,Left,"[37.58700180053711, 698.8989868164062, 182.49790954589844, 706.0720825195312]",CharisSIL,7.17,Other,Body,1,https://doi.org/10.1016/j.eswa.2023.121502,110.04245567321777,702.4855346679688
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,8.6,0.0,Left,"[37.58700180053711, 708.4629516601562, 346.86236572265625, 715.6360473632812]",CharisSIL,7.17,Other,Body,1,Received 13 July 2023; Received in revised form 21 August 2023; Accepted 6 September 2023,192.22468376159668,712.0494995117188
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,8.6,0.0,Left,"[37.51798629760742, 714.7015991210938, 153.48387145996094, 726.429443359375]",CharisSIL,7.17,Other,Body,1,Available online 11 September 2023,95.50092887878418,720.5655212402344
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,8.6,0.0,Left,"[37.51798629760742, 724.2415771484375, 204.4767303466797, 735.9694213867188]",CharisSIL,7.17,Other,Body,1,0957-4174/© 2023 Elsevier Ltd. All rights reserved.,120.99735832214355,730.1054992675781
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,True,False,CharisSIL-Italic,False,400,en,7.7,0.0,Left,"[412.1679992675781, 33.65479278564453, 558.2802734375, 44.079551696777344]",CharisSIL-Italic,6.38,Other,Body,2,Expert Systems With Applications 237 (2024) 121502,485.22413635253906,38.86717224121094
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,True,False,CharisSIL-Italic,False,400,en,7.7,0.0,Left,"[37.58700180053711, 36.30317687988281, 80.38338470458984, 42.67927551269531]",CharisSIL-Italic,6.38,Other,Body,2,Y. Huang et al.,58.98519325256348,39.49122619628906
u,False,WinAnsiEncoding,u,TrueType,False,False,u-charis-symbol,False,400,en,9.6,0.0,Center,"[320.1549987792969, 55.29249954223633, 322.5460205078125, 63.26259994506836]",u-charis-symbol,7.97,Body,Body,2,"• A framework is proposed, which combines multiple agents with",321.3505096435547,59.277549743652344
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 55.63914489746094, 288.67706298828125, 63.60924530029297]",CharisSIL,7.97,Body,Body,2,"while interacting with a dynamic environment, with the goal of discov-",163.13203239440918,59.62419509887695
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 65.82017517089844, 288.6690673828125, 73.79027557373047]",CharisSIL,7.97,Body,Body,2,ering profitable patterns and developing better strategies for long-term,163.1280345916748,69.80522537231445
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 66.12669372558594, 557.6778564453125, 74.09679412841797]",CharisSIL,7.97,Body,Body,2,different investment preferences to integrate strategies through,442.1034240722656,70.11174392700195
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 76.00120544433594, 288.6610107421875, 83.97130584716797]",CharisSIL,7.97,Body,Body,2,"profitability. In deep reinforcement learning, the Q function represents",163.1240062713623,79.98625564575195
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 76.61369323730469, 557.685791015625, 84.58379364013672]",CharisSIL,7.97,Body,Body,2,a hierarchical structure to improve the performance of trading,442.1073913574219,80.5987434387207
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 86.18321228027344, 288.6930236816406, 94.15331268310547]",CharisSIL,7.97,Body,Body,2,the expected cumulative reward that an agent can obtain by taking a,163.14001274108887,90.16826248168945
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 87.10069274902344, 557.6937255859375, 95.07079315185547]",CharisSIL,7.97,Body,Body,2,strategies. The experimental results on real datasets show that the,442.1113586425781,91.08574295043945
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 96.36424255371094, 288.7009582519531, 104.33434295654297]",CharisSIL,7.97,Body,Body,2,particular action in a given state and following a particular strategy,163.14398002624512,100.34929275512695
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 97.58769226074219, 557.6857299804688, 105.55779266357422]",CharisSIL,7.97,Body,Body,2,trading strategies developed using the framework have demon-,442.10736083984375,101.5727424621582
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 106.54527282714844, 288.6771545410156, 114.51537322998047]",CharisSIL,7.97,Body,Body,2,thereafter.Q networks are designed to learn an agent’s optimal action,163.13207817077637,110.53032302856445
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 108.07469177246094, 557.6937255859375, 116.04479217529297]",CharisSIL,7.97,Body,Body,2,strated superiority over both single-agent approaches and other,442.1113586425781,112.05974197387695
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 116.72727966308594, 288.6850280761719, 124.69738006591797]",CharisSIL,7.97,Body,Body,2,selection strategy by estimating the Q value (expected cumulative re-,163.1360149383545,120.71232986450195
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[326.52899169921875, 118.56169128417969, 408.4696044921875, 126.53179168701172]",CharisSIL,7.97,Body,Body,2,benchmark algorithms.,367.4992980957031,122.5467414855957
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 126.90830993652344, 288.6690368652344, 134.87840270996094]",CharisSIL,7.97,Body,Body,2,ward) for different state–action pairs. The Q-Network structure is a key,163.12801933288574,130.8933563232422
u,False,WinAnsiEncoding,u,TrueType,False,False,u-charis-symbol,False,400,en,9.6,0.0,Center,"[320.1549987792969, 128.9934844970703, 322.5460205078125, 136.96359252929688]",u-charis-symbol,7.97,Body,Body,2,"• For better transferring the trained model to other targets, a mixed",321.3505096435547,132.9785385131836
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 137.08934020996094, 288.6690979003906, 145.05943298339844]",CharisSIL,7.97,Body,Body,2,"part of deep reinforcement learning algorithms, which has an important",163.12804985046387,141.0743865966797
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 139.8276824951172, 557.70166015625, 147.7977752685547]",CharisSIL,7.97,Body,Body,2,dataset containing the three major U.S. stock indexes is created.,442.1153259277344,143.81272888183594
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 147.27134704589844, 288.6611022949219, 155.24143981933594]",CharisSIL,7.97,Body,Body,2,"impact on the final results of the model, in which combining different",163.1240520477295,151.2563934326172
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 150.31468200683594, 557.693603515625, 158.28477478027344]",CharisSIL,7.97,Body,Body,2,"By training the proposed model on this dataset, a generalized",442.1112976074219,154.2997283935547
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 157.45237731933594, 231.4198760986328, 165.42247009277344]",CharisSIL,7.97,Body,Body,2,"neural networks, such as Multilayer Perceptron (MLP) ( Li et al. , 2019a ),",134.50343894958496,161.4374237060547
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 160.8016815185547, 557.6858520507812, 168.7717742919922]",CharisSIL,7.97,Body,Body,2,multi-agent reinforcement learning model is formed. This model,442.107421875,164.78672790527344
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 167.63340759277344, 160.9880828857422, 175.60350036621094]",CharisSIL,7.97,Body,Body,2,"Recurrent Neural Network (RNN) ( Chen & Gao , 2019 ; Nan et al. , 2022 ;",99.28754234313965,171.6184539794922
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 171.28868103027344, 557.7018432617188, 179.25877380371094]",CharisSIL,7.97,Body,Body,2,can be transferred to the U.S. stock market individual stock trad-,442.11541748046875,175.2737274169922
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 177.81541442871094, 86.15678405761719, 185.78550720214844]",CharisSIL,7.97,Body,Body,2,"Taghian et al. , 2022 ) and Convolutional Neural Network (CNN) ( Dang ,",61.87189292907715,181.8004608154297
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[326.52899169921875, 181.7756805419922, 557.6937255859375, 189.7457733154297]",CharisSIL,7.97,Body,Body,2,ing scenario and has comparable performance to the traditional,442.1113586425781,185.76072692871094
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.58700180053711, 187.99644470214844, 55.53567123413086, 195.96653747558594]",CharisSIL,7.97,Body,Body,2,"2020 ), to construct the network structure of the 𝑄 function has aroused",46.561336517333984,191.9814910888672
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[326.52899169921875, 192.26268005371094, 382.0566711425781, 200.23277282714844]",CharisSIL,7.97,Body,Body,2,baseline model.,354.29283142089844,196.2477264404297
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 198.17747497558594, 288.6690673828125, 206.14756774902344]",CharisSIL,7.97,Body,Body,2,great interest. Existing methods for financial time series feature ex-,163.12803649902344,202.1625213623047
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 208.35948181152344, 288.6929931640625, 216.32957458496094]",CharisSIL,7.97,Body,Body,2,"traction, such as linear models and traditional neural networks, may",163.13999938964844,212.3445281982422
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[318.5589904785156, 208.7797088623047, 496.88201904296875, 216.7498016357422]",CharisSIL,7.97,Body,Body,2,"The structure of this paper is as follows. In Section 2 , earlier studies",407.7205047607422,212.76475524902344
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 218.54051208496094, 288.6930236816406, 226.51060485839844]",CharisSIL,7.97,Body,Body,2,"struggle to capture complex and nonlinear relationships in the data,",163.1400146484375,222.5255584716797
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[306.60400390625, 219.26670837402344, 432.1091613769531, 227.23680114746094]",CharisSIL,7.97,Body,Body,2,on the topic is reviewed. Section 3 details the explanation of our,369.35658264160156,223.2517547607422
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 228.72154235839844, 288.6770935058594, 236.69163513183594]",CharisSIL,7.97,Body,Body,2,leading to a poor performance on prediction tasks due to over-fitting or,163.13204956054688,232.7065887451172
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 229.7537078857422, 557.6859130859375, 237.7238006591797]",CharisSIL,7.97,Body,Body,2,proposed model. The experimental results are described and analyzed,432.14495849609375,233.73875427246094
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 238.90354919433594, 288.68499755859375, 246.87364196777344]",CharisSIL,7.97,Body,Body,2,"under-fitting issues. In contrast, TimesNet, a state-of-the-art time series",163.13600158691406,242.8885955810547
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[306.60400390625, 240.24070739746094, 341.4253845214844, 248.21080017089844]",CharisSIL,7.97,Body,Body,2,"in Section 4 . Finally, Section 5 concludes with a summary of our results",324.0146942138672,244.2257537841797
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 249.08457946777344, 288.677001953125, 257.0546875]",CharisSIL,7.97,Body,Body,2,"feature extraction network, is specifically designed to process time",163.1320037841797,253.06963348388672
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Center,"[306.60400390625, 250.7277069091797, 489.111328125, 258.69781494140625]",CharisSIL,7.97,Body,Body,2,and an overview of potential future research areas.,397.857666015625,254.71276092529297
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 259.265625, 79.6053695678711, 267.2357177734375]",CharisSIL,7.97,Body,Body,2,"series data ( Wu et al. , 2023 ). It uses a new multi-periodicity perspective",58.596187591552734,263.25067138671875
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 269.4476318359375, 288.6690979003906, 277.417724609375]",CharisSIL,7.97,Body,Body,2,"to analyze time-series changes, decomposes them into different peri-",163.1280517578125,273.43267822265625
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL-Bold,False,700,en,9.6,0.0,Center,"[306.60400390625, 272.03619384765625, 368.9222412109375, 280.00628662109375]",CharisSIL-Bold,7.97,H4,Body,2,2. Related work,337.76312255859375,276.021240234375
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 279.62860107421875, 288.6690979003906, 287.5987243652344]",CharisSIL,7.97,Body,Body,2,"ods, and achieves unified modeling of intra-periodic and inter-periodic",163.1280517578125,283.61366271972656
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 289.80963134765625, 288.6690673828125, 297.77972412109375]",CharisSIL,7.97,Body,Body,2,changes by transforming the original one-dimensional time series into,163.12803649902344,293.794677734375
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[318.5589904785156, 293.1746826171875, 557.6778564453125, 301.1448059082031]",CharisSIL,7.97,Body,Body,2,To more clearly discuss the similarities and differences in the litera-,438.11842346191406,297.1597442626953
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 299.99163818359375, 288.6690979003906, 307.96173095703125]",CharisSIL,7.97,Body,Body,2,"two-dimensional space. In this paper, the TimesNet network is taken as",163.1280517578125,303.9766845703125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 303.66168212890625, 557.6858520507812, 311.6318054199219]",CharisSIL,7.97,Body,Body,2,"ture covered by the proposed approach, two branches of the literature",432.1449279785156,307.64674377441406
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 310.172607421875, 128.99606323242188, 318.1427307128906]",CharisSIL,7.97,Body,Body,2,a representation of agent.,83.29153442382812,314.1576690673828
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 314.148681640625, 557.6779174804688, 322.1188049316406]",CharisSIL,7.97,Body,Body,2,are reviewed: temporal feature extraction networks research in finance,432.1409606933594,318.1337432861328
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[49.543006896972656, 320.3536376953125, 288.68585205078125, 328.32373046875]",CharisSIL,7.97,Body,Body,2,Existing trading strategies often rely on single-agent models or al-,169.11442947387695,324.33868408203125
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 324.63568115234375, 557.68603515625, 332.6058044433594]",CharisSIL,7.97,Body,Body,2,and deep reinforcement learning in algorithmic trading. By dividing the,432.14501953125,328.62074279785156
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 330.53460693359375, 288.6690673828125, 338.5047302246094]",CharisSIL,7.97,Body,Body,2,gorithms that may be effective under certain market conditions but fail,163.12803649902344,334.51966857910156
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 335.1226806640625, 557.677978515625, 343.0928039550781]",CharisSIL,7.97,Body,Body,2,"related work into different branches, it is possible to present research in",432.1409912109375,339.1077423095703
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 340.71661376953125, 288.6690368652344, 348.6867370605469]",CharisSIL,7.97,Body,Body,2,to perform well under changing market conditions or in the presence of,163.12802124023438,344.70167541503906
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[306.60400390625, 345.60968017578125, 557.69384765625, 353.5798034667969]",CharisSIL,7.97,Body,Body,2,different areas related to the topic in a focused and organized manner.,432.14892578125,349.59474182128906
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 350.89764404296875, 107.76373291015625, 358.86773681640625]",CharisSIL,7.97,Body,Body,2,"unexpected events ( Chen & Gao , 2019 ; Cheng et al. , 2021 ; Dang , 2020 ;",72.67536926269531,354.8826904296875
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,False,False,CharisSIL,False,400,en,9.6,0.0,Left,"[37.587005615234375, 361.07861328125, 51.518741607666016, 369.0487365722656]",CharisSIL,7.97,Body,Body,2,"Gao , 2018 ; Nan et al. , 2022 ; Si et al. , 2017 ; Taghian et al. , 2022 ). This",44.552873611450195,365.0636749267578
CharisSIL,False,WinAnsiEncoding,CharisSIL,TrueType,True,False,CharisSIL-Italic,False,400,en,9.6,0.0,Center,"[306.60400390625, 366.8888244628906, 485.60443115234375, 374.8589172363281]",CharisSIL-Italic,7.97,H4,Body,2,2.1. Temporal feature extraction networks in finance,396.1042175292969,370.8738708496094
